centre_code,centre_name,incidental_charges,frequency,amount
PT8910,"MINDCHAMPS PRESCHOOL @ JURONG WEST PTE. LTD.","Deposit",Ad-hoc,1706.65
PT8910,"MINDCHAMPS PRESCHOOL @ JURONG WEST PTE. LTD.","Insurance(Optional)",Annually,6.40
PT8910,"MINDCHAMPS PRESCHOOL @ JURONG WEST PTE. LTD.","Registration Fee",Ad-hoc,460.10
PT8911,"CARPE DIEM @ ITE PTE. LTD.","Deposit",Ad-hoc,980.00
PT8911,"CARPE DIEM @ ITE PTE. LTD.","Uniform",Ad-hoc,26.75
PT8911,"CARPE DIEM @ ITE PTE. LTD.","Registration Fee",Ad-hoc,160.50
PT8911,"CARPE DIEM @ ITE PTE. LTD.","Insurance(Optional)",Annually,10.70
PT8911,"CARPE DIEM @ ITE PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,107.00
PT8911,"CARPE DIEM @ ITE PTE. LTD.","Deposit",Ad-hoc,800.00
PT8913,"KIDDIWINKIE SCHOOLHOUSE @ GRANDSTAND PTE LTD","Registration Fee",Ad-hoc,321.00
PT8913,"KIDDIWINKIE SCHOOLHOUSE @ GRANDSTAND PTE LTD","INSURANCE (OPTIONAL)",Annually,0.00
PT8913,"KIDDIWINKIE SCHOOLHOUSE @ GRANDSTAND PTE LTD","PVC Mattress(Optional)",Ad-hoc,0.00
PT8913,"KIDDIWINKIE SCHOOLHOUSE @ GRANDSTAND PTE LTD","Uniform",Ad-hoc,53.50
PT8915,"BLEU CASTLE LLP","Uniform",Ad-hoc,112.00
PT8915,"BLEU CASTLE LLP","DEPOSIT",Ad-hoc,1080.00
PT8915,"BLEU CASTLE LLP","Deposit",Ad-hoc,1080.00
PT8915,"BLEU CASTLE LLP","REGISTRATION FEE",Ad-hoc,150.00
PT8915,"BLEU CASTLE LLP","Insurance(Optional)",Annually,8.00
PT8915,"BLEU CASTLE LLP","PVC Mattress Cover(Optional)",Ad-hoc,105.00
PT8917,"STAR LEARNERS @ ANG MO KIO PTE. LTD.","Uniform",Ad-hoc,28.00
PT8917,"STAR LEARNERS @ ANG MO KIO PTE. LTD.","PVC MATTRESS (OPTIONAL)",Ad-hoc,40.00
PT8917,"STAR LEARNERS @ ANG MO KIO PTE. LTD.","Deposit",Ad-hoc,950.00
PT8917,"STAR LEARNERS @ ANG MO KIO PTE. LTD.","Insurance(Optional)",Ad-hoc,30.00
PT8917,"STAR LEARNERS @ ANG MO KIO PTE. LTD.","Registration Fee",Ad-hoc,150.00
PT8917,"STAR LEARNERS @ ANG MO KIO PTE. LTD.","Deposit",Ad-hoc,800.00
PT8920,"MINDCHAMPS PRESCHOOL @ BUKIT TIMAH PTE. LIMITED","Uniform",Ad-hoc,48.00
PT8920,"MINDCHAMPS PRESCHOOL @ BUKIT TIMAH PTE. LIMITED","Insurance(Optional)",Annually,6.00
PT8920,"MINDCHAMPS PRESCHOOL @ BUKIT TIMAH PTE. LIMITED","Deposit",Ad-hoc,1595.00
PT8920,"MINDCHAMPS PRESCHOOL @ BUKIT TIMAH PTE. LIMITED","Registration Fee",Ad-hoc,430.00
PT8922,"SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.","Insurance(Optional)",Annually,0.00
PT8922,"SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.","Registration Fee",Ad-hoc,0.00
PT8922,"SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.","Uniform",Ad-hoc,136.95
PT8922,"SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.","Deposit",Ad-hoc,0.00
PT8922,"SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,0.00
PT8924,"OUR JUNIORS' SCHOOLHOUSE @ CHOA CHU KANG PTE. LTD.","UNIFORM",Ad-hoc,0.00
PT8924,"OUR JUNIORS' SCHOOLHOUSE @ CHOA CHU KANG PTE. LTD.","PVC MATTRESS (OPTIONAL)",Ad-hoc,0.00
PT8924,"OUR JUNIORS' SCHOOLHOUSE @ CHOA CHU KANG PTE. LTD.","Registration Fee",Ad-hoc,300.00
PT8924,"OUR JUNIORS' SCHOOLHOUSE @ CHOA CHU KANG PTE. LTD.","Deposit",Ad-hoc,1800.00
PT8925,"MINDCHAMPS PRESCHOOL @ BISHAN PTE. LTD.","Deposit",Ad-hoc,1765.50
PT8925,"MINDCHAMPS PRESCHOOL @ BISHAN PTE. LTD.","Insurance(Optional)",Annually,6.42
PT8925,"MINDCHAMPS PRESCHOOL @ BISHAN PTE. LTD.","Deposit",Ad-hoc,1658.50
PT8925,"MINDCHAMPS PRESCHOOL @ BISHAN PTE. LTD.","Registration Fee",Ad-hoc,460.10
PT8925,"MINDCHAMPS PRESCHOOL @ BISHAN PTE. LTD.","Uniform",Ad-hoc,32.10
PT8927,"KIDZ KINGDOM PTE LTD","Deposit",Ad-hoc,1080.00
PT8927,"KIDZ KINGDOM PTE LTD","Uniform",Annually,29.00
PT8927,"KIDZ KINGDOM PTE LTD","REGISTRATION FEE",Ad-hoc,150.00
PT8927,"KIDZ KINGDOM PTE LTD","PVC MATTRESS (OPTIONAL)",Annually,45.00
PT8927,"KIDZ KINGDOM PTE LTD","PVC MATTRESS COVER (OPTIONAL)",Annually,15.00
PT8927,"KIDZ KINGDOM PTE LTD","Uniform",Annually,26.00
PT8930,"THE ORANGE TREE (ALEXANDRA) PTE. LTD.","Uniform",Annually,21.40
PT8930,"THE ORANGE TREE (ALEXANDRA) PTE. LTD.","Deposit",Ad-hoc,1090.00
PT8930,"THE ORANGE TREE (ALEXANDRA) PTE. LTD.","PVC Mattress Cover(Optional)",Ad-hoc,8.50
PT8930,"THE ORANGE TREE (ALEXANDRA) PTE. LTD.","INSURANCE (OPTIONAL)",Annually,3.00
PT8930,"THE ORANGE TREE (ALEXANDRA) PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,34.00
PT8930,"THE ORANGE TREE (ALEXANDRA) PTE. LTD.","REGISTRATION FEE",Ad-hoc,100.00
PT8930,"THE ORANGE TREE (ALEXANDRA) PTE. LTD.","Deposit",Ad-hoc,990.00
PT8930,"THE ORANGE TREE (ALEXANDRA) PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,34.00
PT8933,"PAT'S SCHOOLHOUSE PTE. LTD.","Deposit",Ad-hoc,1744.10
PT8933,"PAT'S SCHOOLHOUSE PTE. LTD.","Insurance(Optional)",Annually,7.00
PT8933,"PAT'S SCHOOLHOUSE PTE. LTD.","Registration Fee",Ad-hoc,588.50
PT8933,"PAT'S SCHOOLHOUSE PTE. LTD.","Deposit",Ad-hoc,1926.00
PT8933,"PAT'S SCHOOLHOUSE PTE. LTD.","Deposit",Ad-hoc,995.10
PT8933,"PAT'S SCHOOLHOUSE PTE. LTD.","Deposit",Ad-hoc,1337.50
PT8934,"KIDSCAMPUS TANJONG PAGAR LLP","REGISTRATION FEE",Ad-hoc,120.00
PT8934,"KIDSCAMPUS TANJONG PAGAR LLP","Deposit",Ad-hoc,1300.00
PT8934,"KIDSCAMPUS TANJONG PAGAR LLP","Deposit",Ad-hoc,1800.00
PT8934,"KIDSCAMPUS TANJONG PAGAR LLP","Insurance(Optional)",Annually,10.00
PT8934,"KIDSCAMPUS TANJONG PAGAR LLP","Uniform",Ad-hoc,35.00
PT8934,"KIDSCAMPUS TANJONG PAGAR LLP","PVC Mattress(Optional)",Ad-hoc,100.00
PT8934,"KIDSCAMPUS TANJONG PAGAR LLP","PVC Mattress Cover(Optional)",Ad-hoc,40.00
PT8935,"STAR LEARNERS @ TANJONG PAGAR PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,42.80
PT8935,"STAR LEARNERS @ TANJONG PAGAR PTE. LTD.","DEPOSIT",Ad-hoc,0.00
PT8935,"STAR LEARNERS @ TANJONG PAGAR PTE. LTD.","Insurance(Optional)",Ad-hoc,32.10
PT8935,"STAR LEARNERS @ TANJONG PAGAR PTE. LTD.","Uniform",Ad-hoc,29.95
PT8935,"STAR LEARNERS @ TANJONG PAGAR PTE. LTD.","DEPOSIT",Ad-hoc,0.00
PT8935,"STAR LEARNERS @ TANJONG PAGAR PTE. LTD.","Registration Fee",Ad-hoc,160.50
PT8938,"CAMBRIDGE CDC @ DAIRY FARM PTE. LTD.","DEPOSIT",Ad-hoc,1200.00
PT8938,"CAMBRIDGE CDC @ DAIRY FARM PTE. LTD.","REGISTRATION FEE",Ad-hoc,250.00
PT8938,"CAMBRIDGE CDC @ DAIRY FARM PTE. LTD.","UNIFORM",Ad-hoc,42.00
PT8938,"CAMBRIDGE CDC @ DAIRY FARM PTE. LTD.","INSURANCE (OPTIONAL)",Annually,5.00
PT8939,"LITTLE GREENHOUSE @ WOODLANDS PTE. LTD.","Insurance(Optional)",Annually,20.00
PT8939,"LITTLE GREENHOUSE @ WOODLANDS PTE. LTD.","Registration Fee",Ad-hoc,100.00
PT8939,"LITTLE GREENHOUSE @ WOODLANDS PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,50.00
PT8939,"LITTLE GREENHOUSE @ WOODLANDS PTE. LTD.","Uniform",Ad-hoc,25.00
PT8939,"LITTLE GREENHOUSE @ WOODLANDS PTE. LTD.","Deposit",Ad-hoc,900.00
PT8942,"CARPE DIEM KIDZ PTE. LTD.","Deposit",Ad-hoc,0.00
PT8942,"CARPE DIEM KIDZ PTE. LTD.","Uniform",Ad-hoc,26.75
PT8942,"CARPE DIEM KIDZ PTE. LTD.","Registration Fee",Ad-hoc,214.00
PT8942,"CARPE DIEM KIDZ PTE. LTD.","Insurance(Optional)",Annually,10.70
PT8943,"LITTLE TREE HOUSE @ WESTWOOD PTE. LTD.","INSURANCE (OPTIONAL)",Annually,5.00
PT8943,"LITTLE TREE HOUSE @ WESTWOOD PTE. LTD.","PVC MATTRESS COVER (OPTIONAL)",Ad-hoc,15.00
PT8943,"LITTLE TREE HOUSE @ WESTWOOD PTE. LTD.","PVC MATTRESS (OPTIONAL)",Ad-hoc,50.00
PT8943,"LITTLE TREE HOUSE @ WESTWOOD PTE. LTD.","REGISTRATION FEE",Ad-hoc,100.00
PT8943,"LITTLE TREE HOUSE @ WESTWOOD PTE. LTD.","Deposit",Ad-hoc,1150.00
PT8943,"LITTLE TREE HOUSE @ WESTWOOD PTE. LTD.","UNIFORM",Ad-hoc,20.00
PT8944,"PEGASUS INTERNATIONAL PRESCHOOL PTE. LTD.","DEPOSIT",Ad-hoc,1600.00
PT8944,"PEGASUS INTERNATIONAL PRESCHOOL PTE. LTD.","REGISTRATION FEE",Ad-hoc,321.00
PT8944,"PEGASUS INTERNATIONAL PRESCHOOL PTE. LTD.","UNIFORM",Annually,75.00
PT8944,"PEGASUS INTERNATIONAL PRESCHOOL PTE. LTD.","INSURANCE (OPTIONAL)",Annually,5.00
PT8945,"ETONHOUSE PRE-SCHOOL PTE LTD","Deposit",Ad-hoc,1450.00
PT8945,"ETONHOUSE PRE-SCHOOL PTE LTD","Insurance(Optional)",Annually,8.56
PT8945,"ETONHOUSE PRE-SCHOOL PTE LTD","Registration Fee",Ad-hoc,535.00
PT8946,"SWEETLANDS CHILDCARE WOODLANDS @ ACE THE PLACE PTE. LTD.","Deposit",Ad-hoc,1000.00
PT8946,"SWEETLANDS CHILDCARE WOODLANDS @ ACE THE PLACE PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,70.00
PT8946,"SWEETLANDS CHILDCARE WOODLANDS @ ACE THE PLACE PTE. LTD.","PVC Mattress Cover(Optional)",Ad-hoc,18.00
PT8946,"SWEETLANDS CHILDCARE WOODLANDS @ ACE THE PLACE PTE. LTD.","Registration Fee",Ad-hoc,180.00
PT8946,"SWEETLANDS CHILDCARE WOODLANDS @ ACE THE PLACE PTE. LTD.","Insurance(Optional)",Annually,20.00
PT8946,"SWEETLANDS CHILDCARE WOODLANDS @ ACE THE PLACE PTE. LTD.","Uniform",Ad-hoc,30.00
PT8949,"LITTLE WONDERS MONTESSORI CHILDCARE @ HILLVIEW PTE. LTD.","REGISTRATION FEE",Ad-hoc,100.00
PT8949,"LITTLE WONDERS MONTESSORI CHILDCARE @ HILLVIEW PTE. LTD.","INSURANCE (OPTIONAL)",Annually,3.00
PT8949,"LITTLE WONDERS MONTESSORI CHILDCARE @ HILLVIEW PTE. LTD.","UNIFORM",Ad-hoc,70.00
PT8949,"LITTLE WONDERS MONTESSORI CHILDCARE @ HILLVIEW PTE. LTD.","PVC MATTRESS COVER (OPTIONAL)",Ad-hoc,12.00
PT8949,"LITTLE WONDERS MONTESSORI CHILDCARE @ HILLVIEW PTE. LTD.","Deposit",Ad-hoc,1000.00
PT8950,"LITTLE WONDERS MONTESSORI CHILDCARE @ REMAJA PTE. LTD.","PVC MATTRESS COVER (OPTIONAL)",Ad-hoc,12.00
PT8950,"LITTLE WONDERS MONTESSORI CHILDCARE @ REMAJA PTE. LTD.","INSURANCE (OPTIONAL)",Annually,3.00
PT8950,"LITTLE WONDERS MONTESSORI CHILDCARE @ REMAJA PTE. LTD.","REGISTRATION FEE",Ad-hoc,100.00
PT8950,"LITTLE WONDERS MONTESSORI CHILDCARE @ REMAJA PTE. LTD.","UNIFORM",Ad-hoc,70.00
PT8950,"LITTLE WONDERS MONTESSORI CHILDCARE @ REMAJA PTE. LTD.","DEPOSIT",Ad-hoc,1000.00
PT8952,"SUNSHINE KIDS CARE CENTRE PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,85.60
PT8952,"SUNSHINE KIDS CARE CENTRE PTE. LTD.","PVC Mattress Cover(Optional)",Annually,10.70
PT8952,"SUNSHINE KIDS CARE CENTRE PTE. LTD.","Registration Fee",Ad-hoc,214.00
PT8952,"SUNSHINE KIDS CARE CENTRE PTE. LTD.","Uniform",Annually,29.96
PT8952,"SUNSHINE KIDS CARE CENTRE PTE. LTD.","Deposit",Ad-hoc,856.00
PT8952,"SUNSHINE KIDS CARE CENTRE PTE. LTD.","Deposit",Ad-hoc,642.00
PT8952,"SUNSHINE KIDS CARE CENTRE PTE. LTD.","Insurance(Optional)",Annually,26.75
PT8953,"BRILLIANT TOTS INFANT AND CHILDCARE","Uniform",Ad-hoc,41.00
PT8953,"BRILLIANT TOTS INFANT AND CHILDCARE","DEPOSIT",Ad-hoc,950.00
PT8953,"BRILLIANT TOTS INFANT AND CHILDCARE","REGISTRATION FEE",Ad-hoc,100.00
PT8953,"BRILLIANT TOTS INFANT AND CHILDCARE","Deposit",Ad-hoc,1580.00
PT8957,"BRIGHTON MONTESSORI CENTRES PTE. LTD.","Deposit",Ad-hoc,0.00
PT8957,"BRIGHTON MONTESSORI CENTRES PTE. LTD.","Insurance(Optional)",Annually,6.96
PT8957,"BRIGHTON MONTESSORI CENTRES PTE. LTD.","Uniform",Ad-hoc,42.80
PT8957,"BRIGHTON MONTESSORI CENTRES PTE. LTD.","Registration Fee",Ad-hoc,856.00
PT8958,"MINDCHAMPS PRESCHOOL @ ZHONGSHAN PARK PTE. LTD.","Insurance(Optional)",Annually,6.42
PT8958,"MINDCHAMPS PRESCHOOL @ ZHONGSHAN PARK PTE. LTD.","Uniform",Ad-hoc,32.10
PT8958,"MINDCHAMPS PRESCHOOL @ ZHONGSHAN PARK PTE. LTD.","Registration Fee",Ad-hoc,460.10
PT8958,"MINDCHAMPS PRESCHOOL @ ZHONGSHAN PARK PTE. LTD.","Deposit",Ad-hoc,1797.60
PT8959,"ACEKIDZ @ WORK PTE. LTD.","INSURANCE (OPTIONAL)",Annually,10.00
PT8959,"ACEKIDZ @ WORK PTE. LTD.","DEPOSIT",Ad-hoc,1000.00
PT8959,"ACEKIDZ @ WORK PTE. LTD.","REGISTRATION FEE",Ad-hoc,100.00
PT8959,"ACEKIDZ @ WORK PTE. LTD.","UNIFORM",Ad-hoc,100.00
PT8962,"MINDCHAMPS PRESCHOOL @ WOODLANDS PTE. LTD.","Insurance(Optional)",Annually,6.42
PT8962,"MINDCHAMPS PRESCHOOL @ WOODLANDS PTE. LTD.","Uniform",Ad-hoc,58.85
PT8962,"MINDCHAMPS PRESCHOOL @ WOODLANDS PTE. LTD.","Deposit",Ad-hoc,1904.60
PT8962,"MINDCHAMPS PRESCHOOL @ WOODLANDS PTE. LTD.","Registration Fee",Ad-hoc,460.10
PT8963,"VICTORIA MONTESSORI SCHOOLHOUSE PTE. LTD.","Insurance(Optional)",Ad-hoc,26.75
PT8963,"VICTORIA MONTESSORI SCHOOLHOUSE PTE. LTD.","Uniform",Ad-hoc,160.50
PT8963,"VICTORIA MONTESSORI SCHOOLHOUSE PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,51.36
PT8963,"VICTORIA MONTESSORI SCHOOLHOUSE PTE. LTD.","Deposit",Ad-hoc,1388.00
PT8963,"VICTORIA MONTESSORI SCHOOLHOUSE PTE. LTD.","Registration Fee",Ad-hoc,214.00
PT8964,"CHILDHOOD BUILDER PRESCHOOL PTE. LTD.","INSURANCE (OPTIONAL)",Monthly,3.00
PT8964,"CHILDHOOD BUILDER PRESCHOOL PTE. LTD.","PVC MATTRESS (OPTIONAL)",Ad-hoc,40.00
PT8964,"CHILDHOOD BUILDER PRESCHOOL PTE. LTD.","Deposit",Ad-hoc,1100.00
PT8964,"CHILDHOOD BUILDER PRESCHOOL PTE. LTD.","Registration Fee",Ad-hoc,180.00
PT8964,"CHILDHOOD BUILDER PRESCHOOL PTE. LTD.","UNIFORM",Ad-hoc,22.00
PT8965,"NISSI CHILDCARE @ PASIR RIS PTE. LTD.","Registration Fee",Ad-hoc,0.00
PT8965,"NISSI CHILDCARE @ PASIR RIS PTE. LTD.","Insurance(Optional)",Annually,0.00
PT8965,"NISSI CHILDCARE @ PASIR RIS PTE. LTD.","Deposit",Ad-hoc,920.00
PT8965,"NISSI CHILDCARE @ PASIR RIS PTE. LTD.","Uniform",Annually,25.00
PT8967,"IKIDS WORLD PTE. LTD.","Registration Fee",Ad-hoc,160.50
PT8967,"IKIDS WORLD PTE. LTD.","Uniform",Annually,30.00
PT8967,"IKIDS WORLD PTE. LTD.","Insurance(Optional)",Annually,8.50
PT8967,"IKIDS WORLD PTE. LTD.","Deposit",Ad-hoc,0.00
PT8967,"IKIDS WORLD PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,107.00
PT8969,"LAVENDER MEADOWS ACADEMY PTE. LTD.","PVC MATTRESS (OPTIONAL)",Ad-hoc,50.00
PT8969,"LAVENDER MEADOWS ACADEMY PTE. LTD.","DEPOSIT",Ad-hoc,850.00
PT8969,"LAVENDER MEADOWS ACADEMY PTE. LTD.","Uniform",Ad-hoc,100.00
PT8969,"LAVENDER MEADOWS ACADEMY PTE. LTD.","INSURANCE (OPTIONAL)",Annually,10.00
PT8969,"LAVENDER MEADOWS ACADEMY PTE. LTD.","REGISTRATION FEE",Ad-hoc,150.00
PT8970,"BRIDGING STARS CHILDCARE PTE. LTD.","Deposit",Ad-hoc,107.00
PT8970,"BRIDGING STARS CHILDCARE PTE. LTD.","Uniform",Ad-hoc,19.26
PT8970,"BRIDGING STARS CHILDCARE PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,85.60
PT8970,"BRIDGING STARS CHILDCARE PTE. LTD.","Registration Fee",Ad-hoc,107.00
PT8970,"BRIDGING STARS CHILDCARE PTE. LTD.","Deposit",Ad-hoc,1070.00
PT8970,"BRIDGING STARS CHILDCARE PTE. LTD.","Insurance(Optional)",Annually,5.60
PT8970,"BRIDGING STARS CHILDCARE PTE. LTD.","Deposit",Ad-hoc,749.00
PT8970,"BRIDGING STARS CHILDCARE PTE. LTD.","Deposit",Ad-hoc,1680.00
PT8970,"BRIDGING STARS CHILDCARE PTE. LTD.","Uniform",Ad-hoc,1.61
PT8972,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","REGISTRATION FEE",Ad-hoc,0.00
PT8972,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","PVC MATTRESS (OPTIONAL)",Ad-hoc,0.00
PT8972,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","INSURANCE (OPTIONAL)",Annually,0.00
PT8972,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Deposit",Ad-hoc,1550.00
PT8972,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Uniform",Ad-hoc,27.00
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Insurance(Optional)",Annually,21.40
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,53.50
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Registration Fee",Ad-hoc,107.00
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Insurance(Optional)",Annually,21.40
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Uniform",Annually,26.75
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Deposit",Ad-hoc,900.00
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Insurance(Optional)",Annually,21.40
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,53.50
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Registration Fee",Ad-hoc,107.00
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Uniform",Annually,26.75
PT8973,"SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.","Uniform",Annually,26.75
PT8974,"LITTLE GREENHOUSE @ TAMPINES PTE. LTD.","Deposit",Ad-hoc,900.00
PT8974,"LITTLE GREENHOUSE @ TAMPINES PTE. LTD.","Insurance(Optional)",Annually,20.00
PT8974,"LITTLE GREENHOUSE @ TAMPINES PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,50.00
PT8974,"LITTLE GREENHOUSE @ TAMPINES PTE. LTD.","Registration Fee",Ad-hoc,100.00
PT8974,"LITTLE GREENHOUSE @ TAMPINES PTE. LTD.","Uniform",Ad-hoc,25.00
PT8975,"STELLAR MONTESSORI PTE LTD","REGISTRATION FEE",Ad-hoc,100.00
PT8975,"STELLAR MONTESSORI PTE LTD","DEPOSIT",Ad-hoc,1700.00
PT8975,"STELLAR MONTESSORI PTE LTD","Uniform",Ad-hoc,20.00
PT8975,"STELLAR MONTESSORI PTE LTD","INSURANCE (OPTIONAL)",Annually,6.00
PT8975,"STELLAR MONTESSORI PTE LTD","Deposit",Ad-hoc,1380.00
PT8975,"STELLAR MONTESSORI PTE LTD","Uniform",Ad-hoc,18.00
PT8976,"ELFA CENTRE PRIVATE LIMITED","PVC MATTRESS (OPTIONAL)",Ad-hoc,0.00
PT8976,"ELFA CENTRE PRIVATE LIMITED","DEPOSIT",Ad-hoc,0.00
PT8976,"ELFA CENTRE PRIVATE LIMITED","INSURANCE (OPTIONAL)",Annually,0.00
PT8976,"ELFA CENTRE PRIVATE LIMITED","UNIFORM",Ad-hoc,0.00
PT8976,"ELFA CENTRE PRIVATE LIMITED","Registration Fee",Ad-hoc,200.00
PT8977,"SPRING BRAINY KIDZ (POTONG PASIR) PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,80.00
PT8977,"SPRING BRAINY KIDZ (POTONG PASIR) PTE. LTD.","UNIFORM",Ad-hoc,60.00
PT8977,"SPRING BRAINY KIDZ (POTONG PASIR) PTE. LTD.","REGISTRATION FEE",Ad-hoc,80.00
PT8977,"SPRING BRAINY KIDZ (POTONG PASIR) PTE. LTD.","Insurance(Optional)",Annually,11.00
PT8977,"SPRING BRAINY KIDZ (POTONG PASIR) PTE. LTD.","Deposit",Ad-hoc,1350.00
PT8977,"SPRING BRAINY KIDZ (POTONG PASIR) PTE. LTD.","Deposit",Ad-hoc,800.00
PT8978,"MODERN MONTESSORI PRESCHOOL CENTRE","Registration Fee",Ad-hoc,214.00
PT8978,"MODERN MONTESSORI PRESCHOOL CENTRE","PVC Mattress Cover(Optional)",Ad-hoc,16.05
PT8978,"MODERN MONTESSORI PRESCHOOL CENTRE","Uniform",Ad-hoc,26.75
PT8978,"MODERN MONTESSORI PRESCHOOL CENTRE","Deposit",Ad-hoc,1605.00
PT8978,"MODERN MONTESSORI PRESCHOOL CENTRE","PVC Mattress(Optional)",Ad-hoc,37.45
PT8978,"MODERN MONTESSORI PRESCHOOL CENTRE","Insurance(Optional)",Annually,21.40
PT8979,"LEARNING VISION @ WORK PTE. LTD.","Uniform",Ad-hoc,33.00
PT8979,"LEARNING VISION @ WORK PTE. LTD.","Deposit",Ad-hoc,1300.00
PT8979,"LEARNING VISION @ WORK PTE. LTD.","Insurance(Optional)",Annually,7.50
PT8979,"LEARNING VISION @ WORK PTE. LTD.","Deposit",Ad-hoc,1700.00
PT8979,"LEARNING VISION @ WORK PTE. LTD.","Registration Fee",Ad-hoc,160.50
PT8980,"WHIZKID PRESCHOOL CENTER PTE LTD","INSURANCE (OPTIONAL)",Annually,0.00
PT8980,"WHIZKID PRESCHOOL CENTER PTE LTD","Registration Fee",Ad-hoc,200.00
PT8980,"WHIZKID PRESCHOOL CENTER PTE LTD","PVC Mattress Cover(Optional)",Ad-hoc,15.00
PT8980,"WHIZKID PRESCHOOL CENTER PTE LTD","Deposit",Ad-hoc,1100.00
PT8980,"WHIZKID PRESCHOOL CENTER PTE LTD","Uniform",Quarterly,25.00
PT8981,"SUNFLOWER PRESCHOOL @ CLEMENTI PTE. LTD.","REGISTRATION FEE",Ad-hoc,150.00
PT8981,"SUNFLOWER PRESCHOOL @ CLEMENTI PTE. LTD.","DEPOSIT",Ad-hoc,1600.00
PT8981,"SUNFLOWER PRESCHOOL @ CLEMENTI PTE. LTD.","PVC MATTRESS (OPTIONAL)",Ad-hoc,35.00
PT8981,"SUNFLOWER PRESCHOOL @ CLEMENTI PTE. LTD.","INSURANCE (OPTIONAL)",Annually,10.00
PT8981,"SUNFLOWER PRESCHOOL @ CLEMENTI PTE. LTD.","Uniform",Ad-hoc,108.00
PT8983,"MINDCHAMPS PRESCHOOL @ UPPER THOMSON PTE. LIMITED","Deposit",Ad-hoc,1765.50
PT8983,"MINDCHAMPS PRESCHOOL @ UPPER THOMSON PTE. LIMITED","Insurance(Optional)",Annually,6.40
PT8983,"MINDCHAMPS PRESCHOOL @ UPPER THOMSON PTE. LIMITED","Uniform",Ad-hoc,51.35
PT8983,"MINDCHAMPS PRESCHOOL @ UPPER THOMSON PTE. LIMITED","Registration Fee",Ad-hoc,460.10
PT8984,"CARPE DIEM SCHOOLHOUSE PTE. LTD.","DEPOSIT",Ad-hoc,0.00
PT8984,"CARPE DIEM SCHOOLHOUSE PTE. LTD.","Uniform",Ad-hoc,0.00
PT8984,"CARPE DIEM SCHOOLHOUSE PTE. LTD.","PVC Mattress(Optional)",Ad-hoc,107.00
PT8984,"CARPE DIEM SCHOOLHOUSE PTE. LTD.","Registration Fee",Ad-hoc,187.25
PT8984,"CARPE DIEM SCHOOLHOUSE PTE. LTD.","INSURANCE (OPTIONAL)",Annually,0.00
PT8985,"ROSEMARY HALL (ROBINSON) PTE. LTD.","PVC MATTRESS COVER (OPTIONAL)",Ad-hoc,15.00
PT8985,"ROSEMARY HALL (ROBINSON) PTE. LTD.","Uniform",Ad-hoc,40.00
PT8985,"ROSEMARY HALL (ROBINSON) PTE. LTD.","DEPOSIT",Ad-hoc,1200.00
PT8985,"ROSEMARY HALL (ROBINSON) PTE. LTD.","PVC MATTRESS (OPTIONAL)",Ad-hoc,40.00
PT8985,"ROSEMARY HALL (ROBINSON) PTE. LTD.","INSURANCE (OPTIONAL)",Annually,15.00
